roll_no,name,math,physics,chemistry,english,cs,economics
GRADSKEY05690,Student_5690,40,70,68,100,41,61
GRADSKEY05691,Student_5691,62,76,69,53,95,63
GRADSKEY05692,Student_5692,54,74,58,67,64,64
GRADSKEY05693,Student_5693,47,100,30,96,84,45
GRADSKEY05694,Student_5694,71,80,39,88,54,65
GRADSKEY05695,Student_5695,79,53,47,59,100,59
GRADSKEY05696,Student_5696,69,30,93,35,53,82
GRADSKEY05697,Student_5697,86,87,59,31,54,94
GRADSKEY05698,Student_5698,32,43,78,57,83,49
GRADSKEY05699,Student_5699,60,37,75,83,49,100
GRADSKEY05700,Student_5700,86,59,71,61,90,51
GRADSKEY05701,Student_5701,40,92,59,50,62,66
GRADSKEY05702,Student_5702,43,58,42,85,91,45
GRADSKEY05703,Student_5703,47,70,88,79,52,42
GRADSKEY05704,Student_5704,69,73,91,87,91,92
GRADSKEY05705,Student_5705,66,70,38,73,86,47
GRADSKEY05706,Student_5706,79,64,79,39,34,94
GRADSKEY05707,Student_5707,98,71,81,45,88,90
GRADSKEY05708,Student_5708,91,77,34,39,34,81
GRADSKEY05709,Student_5709,51,79,80,55,81,54
GRADSKEY05710,Student_5710,78,31,30,44,36,91
GRADSKEY05711,Student_5711,40,59,43,67,83,69
GRADSKEY05712,Student_5712,40,56,36,99,66,53
GRADSKEY05713,Student_5713,59,38,86,42,40,63
GRADSKEY05714,Student_5714,78,44,92,93,68,42
GRADSKEY05715,Student_5715,76,64,77,58,55,49
GRADSKEY05716,Student_5716,33,96,73,72,38,60
GRADSKEY05717,Student_5717,100,99,49,57,48,43
GRADSKEY05718,Student_5718,79,90,36,37,47,97
GRADSKEY05719,Student_5719,81,49,87,85,34,80
GRADSKEY05720,Student_5720,47,84,87,39,82,80
GRADSKEY05721,Student_5721,65,72,94,53,76,99
GRADSKEY05722,Student_5722,88,87,96,55,93,94
GRADSKEY05723,Student_5723,100,47,77,30,74,59
GRADSKEY05724,Student_5724,52,79,58,57,90,42
GRADSKEY05725,Student_5725,47,43,94,66,99,58
GRADSKEY05726,Student_5726,83,43,83,37,69,41
GRADSKEY05727,Student_5727,59,62,41,53,79,98
GRADSKEY05728,Student_5728,74,73,88,31,46,40
GRADSKEY05729,Student_5729,90,61,61,76,76,83
GRADSKEY05730,Student_5730,91,93,36,54,67,47
GRADSKEY05731,Student_5731,95,44,87,65,56,69
GRADSKEY05732,Student_5732,40,32,82,53,67,97
GRADSKEY05733,Student_5733,32,97,92,50,100,81
GRADSKEY05734,Student_5734,43,50,62,59,57,37
GRADSKEY05735,Student_5735,46,98,36,93,32,83
GRADSKEY05736,Student_5736,68,49,56,57,69,36
GRADSKEY05737,Student_5737,68,93,72,32,85,73
GRADSKEY05738,Student_5738,60,41,40,62,46,37
GRADSKEY05739,Student_5739,93,42,100,40,35,33
GRADSKEY05740,Student_5740,53,65,61,48,87,39
GRADSKEY05741,Student_5741,100,89,59,77,42,68
GRADSKEY05742,Student_5742,46,78,55,86,42,31
GRADSKEY05743,Student_5743,30,80,51,90,93,95
GRADSKEY05744,Student_5744,55,44,63,97,78,95
GRADSKEY05745,Student_5745,67,51,67,53,31,31
GRADSKEY05746,Student_5746,68,40,35,50,93,80
GRADSKEY05747,Student_5747,82,81,99,31,49,41
GRADSKEY05748,Student_5748,94,78,66,93,76,71
GRADSKEY05749,Student_5749,74,33,43,77,46,96
GRADSKEY05750,Student_5750,68,64,47,69,99,34
GRADSKEY05751,Student_5751,53,97,95,88,85,52
GRADSKEY05752,Student_5752,82,88,65,87,80,83
GRADSKEY05753,Student_5753,34,87,66,95,31,49
GRADSKEY05754,Student_5754,74,93,96,56,87,35
GRADSKEY05755,Student_5755,100,52,67,49,42,95
GRADSKEY05756,Student_5756,53,80,75,83,52,42
GRADSKEY05757,Student_5757,83,100,68,82,71,87
GRADSKEY05758,Student_5758,97,73,42,78,45,31
GRADSKEY05759,Student_5759,78,72,38,73,40,89
GRADSKEY05760,Student_5760,64,98,32,56,39,93
GRADSKEY05761,Student_5761,69,85,48,54,93,67
GRADSKEY05762,Student_5762,54,88,94,78,73,77
GRADSKEY05763,Student_5763,91,71,65,37,74,85
GRADSKEY05764,Student_5764,84,57,84,42,54,75
GRADSKEY05765,Student_5765,86,52,56,95,43,42
GRADSKEY05766,Student_5766,96,76,61,65,80,67
GRADSKEY05767,Student_5767,60,52,74,53,50,70
GRADSKEY05768,Student_5768,98,75,62,68,38,35
GRADSKEY05769,Student_5769,61,95,43,34,35,65
GRADSKEY05770,Student_5770,65,39,87,52,57,90
GRADSKEY05771,Student_5771,75,86,74,92,54,56
GRADSKEY05772,Student_5772,80,77,37,33,95,35
GRADSKEY05773,Student_5773,78,54,34,52,42,39
GRADSKEY05774,Student_5774,97,36,51,66,90,58
GRADSKEY05775,Student_5775,90,38,63,88,72,68
GRADSKEY05776,Student_5776,93,79,90,91,74,30
GRADSKEY05777,Student_5777,46,64,45,50,67,50
GRADSKEY05778,Student_5778,71,48,52,54,73,52
GRADSKEY05779,Student_5779,46,34,89,37,40,93
GRADSKEY05780,Student_5780,62,66,89,55,93,65
GRADSKEY05781,Student_5781,69,48,57,86,51,43
GRADSKEY05782,Student_5782,91,94,85,62,59,71
GRADSKEY05783,Student_5783,63,44,59,94,66,66
GRADSKEY05784,Student_5784,38,82,68,31,66,55
GRADSKEY05785,Student_5785,65,44,41,32,30,74
GRADSKEY05786,Student_5786,50,76,81,38,50,45
GRADSKEY05787,Student_5787,94,61,58,30,52,66
GRADSKEY05788,Student_5788,83,63,37,73,97,40
GRADSKEY05789,Student_5789,97,86,37,70,93,66
GRADSKEY05790,Student_5790,88,91,81,100,76,86
GRADSKEY05791,Student_5791,47,59,100,69,71,37
GRADSKEY05792,Student_5792,90,86,78,60,45,63
GRADSKEY05793,Student_5793,55,71,47,51,79,83
GRADSKEY05794,Student_5794,35,70,48,43,36,89
GRADSKEY05795,Student_5795,31,38,35,74,72,50
GRADSKEY05796,Student_5796,68,79,61,37,94,34
GRADSKEY05797,Student_5797,69,54,51,39,67,36
GRADSKEY05798,Student_5798,97,48,96,73,31,49
GRADSKEY05799,Student_5799,39,89,91,52,81,70
GRADSKEY05800,Student_5800,100,86,99,31,36,70
GRADSKEY05801,Student_5801,56,57,48,53,37,77
GRADSKEY05802,Student_5802,41,48,58,55,37,79
GRADSKEY05803,Student_5803,43,39,87,96,38,47
GRADSKEY05804,Student_5804,76,64,89,57,73,85
GRADSKEY05805,Student_5805,73,92,30,43,71,87
GRADSKEY05806,Student_5806,52,100,78,32,38,73
GRADSKEY05807,Student_5807,32,45,56,79,63,46
GRADSKEY05808,Student_5808,42,46,57,80,89,74
GRADSKEY05809,Student_5809,65,54,83,65,39,81
GRADSKEY05810,Student_5810,66,34,57,54,79,76
GRADSKEY05811,Student_5811,39,48,32,44,80,87
GRADSKEY05812,Student_5812,100,83,83,48,59,95
GRADSKEY05813,Student_5813,84,36,48,76,41,32
GRADSKEY05814,Student_5814,92,62,43,38,93,56
GRADSKEY05815,Student_5815,51,90,98,52,54,79
GRADSKEY05816,Student_5816,59,48,96,66,80,82
GRADSKEY05817,Student_5817,92,33,34,32,82,95
GRADSKEY05818,Student_5818,57,91,47,50,66,91
GRADSKEY05819,Student_5819,40,63,88,44,88,92
GRADSKEY05820,Student_5820,96,34,61,99,41,51
GRADSKEY05821,Student_5821,73,35,52,95,100,32
GRADSKEY05822,Student_5822,55,84,41,33,98,53
GRADSKEY05823,Student_5823,75,41,60,48,49,58
GRADSKEY05824,Student_5824,40,94,87,57,88,78
GRADSKEY05825,Student_5825,48,79,40,84,63,100
GRADSKEY05826,Student_5826,78,85,38,63,54,82
GRADSKEY05827,Student_5827,40,59,42,32,82,56
GRADSKEY05828,Student_5828,64,44,65,68,99,41
GRADSKEY05829,Student_5829,91,87,50,45,48,82
GRADSKEY05830,Student_5830,36,32,32,40,37,56
GRADSKEY05831,Student_5831,77,53,82,37,38,49
GRADSKEY05832,Student_5832,77,91,40,76,85,80
GRADSKEY05833,Student_5833,68,41,93,85,42,34
GRADSKEY05834,Student_5834,59,66,66,71,39,64
GRADSKEY05835,Student_5835,57,61,67,81,74,98
GRADSKEY05836,Student_5836,35,66,34,63,34,63
GRADSKEY05837,Student_5837,71,53,53,79,71,55
GRADSKEY05838,Student_5838,32,87,100,35,64,48
GRADSKEY05839,Student_5839,99,59,46,79,32,70
GRADSKEY05840,Student_5840,32,52,87,99,93,39
GRADSKEY05841,Student_5841,61,97,61,98,96,62
GRADSKEY05842,Student_5842,76,85,82,52,77,94
GRADSKEY05843,Student_5843,70,56,48,69,68,87
GRADSKEY05844,Student_5844,34,60,46,41,85,43
GRADSKEY05845,Student_5845,93,88,36,67,65,33
GRADSKEY05846,Student_5846,91,47,66,32,55,32
GRADSKEY05847,Student_5847,94,71,75,41,32,41
GRADSKEY05848,Student_5848,78,90,30,91,84,69
GRADSKEY05849,Student_5849,65,80,36,94,78,56
GRADSKEY05850,Student_5850,31,57,83,91,95,76
GRADSKEY05851,Student_5851,80,48,89,39,41,62
GRADSKEY05852,Student_5852,41,36,41,69,50,41
GRADSKEY05853,Student_5853,95,75,48,47,70,47
GRADSKEY05854,Student_5854,75,70,91,63,50,100
GRADSKEY05855,Student_5855,53,94,90,84,90,72
GRADSKEY05856,Student_5856,72,57,92,67,73,97
GRADSKEY05857,Student_5857,34,62,56,82,60,49
GRADSKEY05858,Student_5858,36,99,88,57,98,58
GRADSKEY05859,Student_5859,41,72,62,80,88,87
GRADSKEY05860,Student_5860,47,96,46,36,99,74
GRADSKEY05861,Student_5861,81,58,74,31,33,30
GRADSKEY05862,Student_5862,84,71,70,59,64,53
GRADSKEY05863,Student_5863,97,43,57,38,48,65
GRADSKEY05864,Student_5864,92,76,41,39,94,65
GRADSKEY05865,Student_5865,34,90,71,45,47,94
GRADSKEY05866,Student_5866,94,89,85,69,69,79
GRADSKEY05867,Student_5867,66,37,92,93,83,73
GRADSKEY05868,Student_5868,43,73,94,34,99,92
GRADSKEY05869,Student_5869,90,61,93,45,87,91
GRADSKEY05870,Student_5870,54,47,79,38,61,60
GRADSKEY05871,Student_5871,83,51,48,58,69,44
GRADSKEY05872,Student_5872,88,62,83,40,82,37
GRADSKEY05873,Student_5873,41,41,48,72,85,84
GRADSKEY05874,Student_5874,54,37,72,76,44,68
GRADSKEY05875,Student_5875,60,96,84,63,39,77
GRADSKEY05876,Student_5876,80,63,32,66,58,82
GRADSKEY05877,Student_5877,47,61,88,78,86,31
GRADSKEY05878,Student_5878,72,61,74,55,37,83
GRADSKEY05879,Student_5879,36,65,86,99,50,88
GRADSKEY05880,Student_5880,92,40,81,54,88,34
GRADSKEY05881,Student_5881,83,34,89,54,44,68
GRADSKEY05882,Student_5882,36,98,54,89,47,64
GRADSKEY05883,Student_5883,42,96,35,81,47,45
GRADSKEY05884,Student_5884,67,54,89,48,94,71
GRADSKEY05885,Student_5885,60,59,43,45,69,34
GRADSKEY05886,Student_5886,31,92,55,64,64,80
GRADSKEY05887,Student_5887,100,46,68,60,75,49
GRADSKEY05888,Student_5888,88,73,70,57,82,98
GRADSKEY05889,Student_5889,34,65,88,41,67,56
GRADSKEY05890,Student_5890,89,47,43,60,85,52
GRADSKEY05891,Student_5891,55,77,65,63,37,40
GRADSKEY05892,Student_5892,100,64,62,85,90,79
GRADSKEY05893,Student_5893,85,71,66,30,85,73
GRADSKEY05894,Student_5894,32,93,42,48,32,39
GRADSKEY05895,Student_5895,43,49,30,47,70,73
GRADSKEY05896,Student_5896,92,49,82,83,41,47
GRADSKEY05897,Student_5897,55,70,41,99,58,96
GRADSKEY05898,Student_5898,74,32,79,85,37,77
GRADSKEY05899,Student_5899,76,51,31,55,60,58
GRADSKEY05900,Student_5900,91,80,63,31,74,92
GRADSKEY05901,Student_5901,81,53,98,35,47,56
GRADSKEY05902,Student_5902,49,56,93,42,75,100
GRADSKEY05903,Student_5903,71,60,99,60,54,93
GRADSKEY05904,Student_5904,57,94,90,87,50,37
GRADSKEY05905,Student_5905,82,83,89,48,59,61
GRADSKEY05906,Student_5906,44,40,36,31,85,93
GRADSKEY05907,Student_5907,56,51,54,64,69,49
GRADSKEY05908,Student_5908,83,98,49,89,31,59
GRADSKEY05909,Student_5909,93,73,54,44,46,63
GRADSKEY05910,Student_5910,59,77,71,62,86,81
GRADSKEY05911,Student_5911,54,54,71,30,42,55
GRADSKEY05912,Student_5912,58,61,74,61,49,49
GRADSKEY05913,Student_5913,62,67,90,62,95,70
GRADSKEY05914,Student_5914,61,43,38,98,66,31
GRADSKEY05915,Student_5915,48,89,32,94,46,99
GRADSKEY05916,Student_5916,93,33,81,69,78,37
GRADSKEY05917,Student_5917,84,64,69,45,57,74
GRADSKEY05918,Student_5918,65,66,78,94,63,94
GRADSKEY05919,Student_5919,86,79,34,32,53,100
GRADSKEY05920,Student_5920,52,51,72,78,74,82
GRADSKEY05921,Student_5921,62,46,90,97,65,88
GRADSKEY05922,Student_5922,55,39,69,33,73,99
GRADSKEY05923,Student_5923,72,66,69,93,65,94
GRADSKEY05924,Student_5924,97,94,37,46,54,54
GRADSKEY05925,Student_5925,32,97,90,48,87,84
GRADSKEY05926,Student_5926,78,94,69,41,98,59
GRADSKEY05927,Student_5927,52,68,41,43,57,54
GRADSKEY05928,Student_5928,37,100,57,45,64,61
GRADSKEY05929,Student_5929,84,42,40,84,63,30
GRADSKEY05930,Student_5930,73,65,78,38,78,86
GRADSKEY05931,Student_5931,97,60,62,38,96,67
GRADSKEY05932,Student_5932,82,53,69,82,72,44
GRADSKEY05933,Student_5933,53,30,55,69,56,39
GRADSKEY05934,Student_5934,37,59,43,46,30,91
GRADSKEY05935,Student_5935,58,67,79,72,63,34
GRADSKEY05936,Student_5936,79,64,93,55,100,64
GRADSKEY05937,Student_5937,100,48,40,91,80,84
GRADSKEY05938,Student_5938,32,59,76,38,54,93
GRADSKEY05939,Student_5939,86,46,77,98,47,48
GRADSKEY05940,Student_5940,36,32,86,84,92,30
GRADSKEY05941,Student_5941,40,32,30,82,44,66
GRADSKEY05942,Student_5942,53,62,80,93,80,48
GRADSKEY05943,Student_5943,99,83,56,63,55,77
GRADSKEY05944,Student_5944,90,63,57,71,82,92
GRADSKEY05945,Student_5945,89,44,73,32,40,80
GRADSKEY05946,Student_5946,78,79,64,95,42,72
GRADSKEY05947,Student_5947,99,74,100,63,51,42
GRADSKEY05948,Student_5948,65,62,87,93,34,66
GRADSKEY05949,Student_5949,42,92,82,53,31,61
GRADSKEY05950,Student_5950,99,50,61,94,97,93
GRADSKEY05951,Student_5951,88,92,85,89,34,89
GRADSKEY05952,Student_5952,76,99,33,74,53,30
GRADSKEY05953,Student_5953,36,84,75,73,46,64
GRADSKEY05954,Student_5954,48,79,84,79,51,39
GRADSKEY05955,Student_5955,84,35,68,68,59,79
GRADSKEY05956,Student_5956,88,30,72,51,68,37
GRADSKEY05957,Student_5957,40,58,36,46,52,67
GRADSKEY05958,Student_5958,76,51,47,85,50,73
GRADSKEY05959,Student_5959,31,100,76,76,33,72
GRADSKEY05960,Student_5960,94,86,40,32,77,62
GRADSKEY05961,Student_5961,40,62,51,79,31,89
GRADSKEY05962,Student_5962,57,92,64,39,78,65
GRADSKEY05963,Student_5963,57,68,30,44,76,64
GRADSKEY05964,Student_5964,53,73,48,60,81,93
GRADSKEY05965,Student_5965,86,98,84,37,74,32
GRADSKEY05966,Student_5966,38,93,36,31,99,38
GRADSKEY05967,Student_5967,41,96,85,62,75,61
GRADSKEY05968,Student_5968,66,69,52,50,50,37
GRADSKEY05969,Student_5969,90,52,68,65,63,51
GRADSKEY05970,Student_5970,45,65,67,79,80,79
GRADSKEY05971,Student_5971,70,89,37,77,42,50
GRADSKEY05972,Student_5972,97,34,44,86,93,70
GRADSKEY05973,Student_5973,66,78,39,96,95,85
GRADSKEY05974,Student_5974,69,77,100,45,66,54
GRADSKEY05975,Student_5975,71,74,64,72,55,58
GRADSKEY05976,Student_5976,68,66,86,61,79,30
GRADSKEY05977,Student_5977,47,40,99,68,39,95
GRADSKEY05978,Student_5978,65,82,53,33,49,91
GRADSKEY05979,Student_5979,76,35,82,84,43,39
GRADSKEY05980,Student_5980,84,90,61,49,92,82
GRADSKEY05981,Student_5981,87,71,99,40,57,35
GRADSKEY05982,Student_5982,86,85,84,40,70,76
GRADSKEY05983,Student_5983,31,51,65,57,50,37
GRADSKEY05984,Student_5984,69,55,74,52,65,42
GRADSKEY05985,Student_5985,43,67,74,94,73,54
GRADSKEY05986,Student_5986,83,49,73,74,66,88
GRADSKEY05987,Student_5987,85,96,44,90,41,87
GRADSKEY05988,Student_5988,38,54,44,81,72,75
GRADSKEY05989,Student_5989,47,40,77,96,48,60
GRADSKEY05990,Student_5990,74,95,89,67,44,30
GRADSKEY05991,Student_5991,65,63,66,35,50,54
GRADSKEY05992,Student_5992,37,60,94,94,76,50
GRADSKEY05993,Student_5993,47,85,96,32,30,30
GRADSKEY05994,Student_5994,32,84,91,35,85,49
GRADSKEY05995,Student_5995,38,79,45,79,34,93
GRADSKEY05996,Student_5996,88,37,97,100,99,47
GRADSKEY05997,Student_5997,69,96,71,49,52,91
GRADSKEY05998,Student_5998,83,90,71,50,75,76
GRADSKEY05999,Student_5999,63,100,82,44,35,33
GRADSKEY06000,Student_6000,32,65,89,65,62,40
GRADSKEY06001,Student_6001,77,46,91,52,83,90
GRADSKEY06002,Student_6002,59,47,100,52,99,62
GRADSKEY06003,Student_6003,34,39,68,81,56,81
GRADSKEY06004,Student_6004,72,62,34,38,82,78
GRADSKEY06005,Student_6005,55,93,94,87,33,68
GRADSKEY06006,Student_6006,84,35,49,92,65,83
GRADSKEY06007,Student_6007,99,65,67,30,76,71
GRADSKEY06008,Student_6008,77,78,43,63,65,66
GRADSKEY06009,Student_6009,88,82,100,92,99,94
GRADSKEY06010,Student_6010,57,41,64,66,67,39
GRADSKEY06011,Student_6011,90,65,52,53,82,72
GRADSKEY06012,Student_6012,81,98,66,83,69,53
GRADSKEY06013,Student_6013,71,41,67,92,32,90
GRADSKEY06014,Student_6014,56,73,71,94,80,78
GRADSKEY06015,Student_6015,95,59,95,85,79,88
GRADSKEY06016,Student_6016,85,53,35,99,92,47
GRADSKEY06017,Student_6017,54,31,78,73,68,95
GRADSKEY06018,Student_6018,56,75,66,60,47,49
GRADSKEY06019,Student_6019,96,57,96,98,77,53
GRADSKEY06020,Student_6020,31,71,54,78,54,86
GRADSKEY06021,Student_6021,40,49,33,70,41,34
GRADSKEY06022,Student_6022,85,43,42,75,55,50
GRADSKEY06023,Student_6023,45,47,41,82,38,89
GRADSKEY06024,Student_6024,46,85,99,36,88,77
GRADSKEY06025,Student_6025,56,66,96,32,78,34
GRADSKEY06026,Student_6026,34,74,66,59,82,97
GRADSKEY06027,Student_6027,97,99,65,86,40,67
GRADSKEY06028,Student_6028,94,96,91,60,30,35
GRADSKEY06029,Student_6029,77,84,100,91,91,54
GRADSKEY06030,Student_6030,35,75,57,89,67,61
GRADSKEY06031,Student_6031,64,33,84,71,87,96
GRADSKEY06032,Student_6032,98,38,33,49,40,59
GRADSKEY06033,Student_6033,95,48,37,81,98,64
GRADSKEY06034,Student_6034,69,67,67,53,51,41
GRADSKEY06035,Student_6035,49,85,86,32,54,93
GRADSKEY06036,Student_6036,31,71,59,79,33,64
GRADSKEY06037,Student_6037,39,84,94,64,56,65
GRADSKEY06038,Student_6038,92,61,58,32,54,91
GRADSKEY06039,Student_6039,90,76,50,47,84,56
GRADSKEY06040,Student_6040,60,39,40,59,68,61
GRADSKEY06041,Student_6041,67,31,99,71,89,43
GRADSKEY06042,Student_6042,33,77,94,55,92,30
GRADSKEY06043,Student_6043,83,89,76,70,51,75
GRADSKEY06044,Student_6044,64,42,42,47,61,70
GRADSKEY06045,Student_6045,30,64,32,50,87,95
GRADSKEY06046,Student_6046,63,91,48,96,78,92
GRADSKEY06047,Student_6047,41,44,56,86,95,42
GRADSKEY06048,Student_6048,41,86,41,57,42,30
GRADSKEY06049,Student_6049,98,57,85,42,33,81
GRADSKEY06050,Student_6050,91,81,55,52,32,73
GRADSKEY06051,Student_6051,69,85,90,70,34,87
GRADSKEY06052,Student_6052,33,52,52,53,86,70
GRADSKEY06053,Student_6053,33,98,40,34,47,48
GRADSKEY06054,Student_6054,70,85,95,87,100,62
GRADSKEY06055,Student_6055,69,93,44,82,44,32
GRADSKEY06056,Student_6056,47,36,50,77,51,97
GRADSKEY06057,Student_6057,41,66,68,60,68,98
GRADSKEY06058,Student_6058,85,58,72,74,82,38
GRADSKEY06059,Student_6059,34,43,63,77,79,60
GRADSKEY06060,Student_6060,58,48,46,97,94,50
GRADSKEY06061,Student_6061,36,97,67,84,75,30
GRADSKEY06062,Student_6062,38,43,38,39,43,67
GRADSKEY06063,Student_6063,81,56,84,79,100,60
GRADSKEY06064,Student_6064,58,85,87,70,54,60
GRADSKEY06065,Student_6065,48,66,36,54,79,49
GRADSKEY06066,Student_6066,86,94,88,49,66,37
GRADSKEY06067,Student_6067,37,98,68,43,54,84
GRADSKEY06068,Student_6068,38,63,64,37,36,37
GRADSKEY06069,Student_6069,89,47,54,64,92,97
GRADSKEY06070,Student_6070,83,83,99,53,75,30
GRADSKEY06071,Student_6071,77,75,79,79,60,60
GRADSKEY06072,Student_6072,78,41,70,44,43,97
GRADSKEY06073,Student_6073,37,67,59,82,48,61
GRADSKEY06074,Student_6074,54,49,92,43,82,41
GRADSKEY06075,Student_6075,85,58,63,51,81,98
GRADSKEY06076,Student_6076,69,98,58,78,39,94
GRADSKEY06077,Student_6077,83,49,65,95,92,36
GRADSKEY06078,Student_6078,88,64,49,62,81,30
GRADSKEY06079,Student_6079,75,51,46,50,94,97
GRADSKEY06080,Student_6080,76,32,49,42,53,71
GRADSKEY06081,Student_6081,80,77,46,88,89,35
GRADSKEY06082,Student_6082,64,41,68,62,34,30
GRADSKEY06083,Student_6083,40,86,77,96,62,79
GRADSKEY06084,Student_6084,46,63,76,90,100,46
GRADSKEY06085,Student_6085,51,90,56,74,54,68
GRADSKEY06086,Student_6086,67,48,75,91,73,44
GRADSKEY06087,Student_6087,74,65,61,66,80,88
GRADSKEY06088,Student_6088,38,46,88,52,91,39
GRADSKEY06089,Student_6089,77,47,44,69,71,73
GRADSKEY06090,Student_6090,63,44,31,80,78,88
GRADSKEY06091,Student_6091,50,91,93,85,78,49
GRADSKEY06092,Student_6092,85,49,69,47,51,65
GRADSKEY06093,Student_6093,56,94,31,87,83,98
GRADSKEY06094,Student_6094,41,75,35,37,63,51
GRADSKEY06095,Student_6095,91,49,58,52,48,54
GRADSKEY06096,Student_6096,80,61,61,30,37,31
GRADSKEY06097,Student_6097,94,88,56,30,66,34
GRADSKEY06098,Student_6098,64,81,76,79,85,47
GRADSKEY06099,Student_6099,59,87,52,42,76,39
GRADSKEY06100,Student_6100,55,81,50,58,33,62
GRADSKEY06101,Student_6101,46,53,71,51,75,45
GRADSKEY06102,Student_6102,81,70,44,61,58,46
GRADSKEY06103,Student_6103,71,65,32,50,72,57
GRADSKEY06104,Student_6104,76,97,55,79,46,40
GRADSKEY06105,Student_6105,89,80,32,89,48,64
GRADSKEY06106,Student_6106,38,54,50,41,60,91
GRADSKEY06107,Student_6107,89,36,72,59,62,49
GRADSKEY06108,Student_6108,66,70,95,61,98,64
GRADSKEY06109,Student_6109,67,58,80,57,64,51
GRADSKEY06110,Student_6110,96,43,55,92,69,85
GRADSKEY06111,Student_6111,49,63,63,89,76,66
GRADSKEY06112,Student_6112,31,64,41,66,48,60
GRADSKEY06113,Student_6113,83,79,48,91,72,68
GRADSKEY06114,Student_6114,40,51,44,39,48,93
GRADSKEY06115,Student_6115,34,69,81,52,66,80
GRADSKEY06116,Student_6116,76,83,94,46,81,54
GRADSKEY06117,Student_6117,44,30,88,86,40,93
GRADSKEY06118,Student_6118,55,54,64,33,66,33
GRADSKEY06119,Student_6119,94,74,31,57,39,50
GRADSKEY06120,Student_6120,32,87,86,93,39,96
GRADSKEY06121,Student_6121,52,67,43,67,53,56
GRADSKEY06122,Student_6122,55,43,65,35,41,38
GRADSKEY06123,Student_6123,56,89,40,90,36,84
GRADSKEY06124,Student_6124,91,81,87,58,64,67
GRADSKEY06125,Student_6125,78,100,88,75,91,78
GRADSKEY06126,Student_6126,61,86,74,92,63,62
GRADSKEY06127,Student_6127,91,60,32,38,38,78
GRADSKEY06128,Student_6128,91,67,88,44,34,43
GRADSKEY06129,Student_6129,100,44,77,93,58,65
GRADSKEY06130,Student_6130,50,51,55,32,44,51
GRADSKEY06131,Student_6131,47,56,81,55,34,87
GRADSKEY06132,Student_6132,57,42,49,99,85,49
GRADSKEY06133,Student_6133,57,31,40,60,40,33
GRADSKEY06134,Student_6134,80,76,86,58,83,72
GRADSKEY06135,Student_6135,83,37,49,69,55,38
GRADSKEY06136,Student_6136,97,50,74,35,44,36
GRADSKEY06137,Student_6137,63,59,63,83,98,87
GRADSKEY06138,Student_6138,59,77,96,55,63,68
GRADSKEY06139,Student_6139,45,56,66,32,94,53
GRADSKEY06140,Student_6140,95,81,98,57,78,79
GRADSKEY06141,Student_6141,93,76,64,48,68,94
GRADSKEY06142,Student_6142,44,49,77,46,90,95
GRADSKEY06143,Student_6143,89,69,66,73,71,94
GRADSKEY06144,Student_6144,62,59,55,68,59,43
GRADSKEY06145,Student_6145,38,33,85,57,54,90
GRADSKEY06146,Student_6146,96,87,91,91,93,85
GRADSKEY06147,Student_6147,41,59,33,90,67,45
GRADSKEY06148,Student_6148,70,53,50,55,82,89
GRADSKEY06149,Student_6149,34,83,99,68,73,57
GRADSKEY06150,Student_6150,32,54,87,75,32,83
GRADSKEY06151,Student_6151,60,94,46,83,53,69
GRADSKEY06152,Student_6152,31,48,36,39,97,54
GRADSKEY06153,Student_6153,57,43,95,38,96,53
GRADSKEY06154,Student_6154,97,35,99,54,93,33
GRADSKEY06155,Student_6155,57,55,40,98,55,35
GRADSKEY06156,Student_6156,81,70,66,58,60,95
GRADSKEY06157,Student_6157,74,56,85,31,76,47
GRADSKEY06158,Student_6158,61,72,78,72,61,56
GRADSKEY06159,Student_6159,62,96,45,92,34,44
GRADSKEY06160,Student_6160,43,90,80,39,90,45
GRADSKEY06161,Student_6161,73,87,30,40,49,31
GRADSKEY06162,Student_6162,52,48,71,93,92,84
GRADSKEY06163,Student_6163,61,53,76,86,98,58
GRADSKEY06164,Student_6164,64,30,57,57,79,55
GRADSKEY06165,Student_6165,58,67,75,31,53,35
GRADSKEY06166,Student_6166,43,84,58,58,70,53
GRADSKEY06167,Student_6167,80,97,85,34,48,39
GRADSKEY06168,Student_6168,49,42,77,95,46,52
GRADSKEY06169,Student_6169,73,39,38,52,80,48
GRADSKEY06170,Student_6170,73,79,75,87,51,97
GRADSKEY06171,Student_6171,76,57,71,33,43,30
GRADSKEY06172,Student_6172,97,92,98,98,53,74
GRADSKEY06173,Student_6173,30,38,73,72,55,91
GRADSKEY06174,Student_6174,65,40,98,55,62,65
GRADSKEY06175,Student_6175,52,54,32,49,58,100
GRADSKEY06176,Student_6176,88,53,31,98,70,58
GRADSKEY06177,Student_6177,42,34,43,37,88,53
GRADSKEY06178,Student_6178,84,94,88,44,86,67
GRADSKEY06179,Student_6179,63,38,64,99,57,80
GRADSKEY06180,Student_6180,94,30,95,83,42,70
GRADSKEY06181,Student_6181,73,99,34,99,53,73
GRADSKEY06182,Student_6182,59,82,41,95,31,55
GRADSKEY06183,Student_6183,71,31,38,54,39,67
GRADSKEY06184,Student_6184,55,75,62,91,67,72
GRADSKEY06185,Student_6185,34,51,31,49,70,99
GRADSKEY06186,Student_6186,84,63,56,94,57,39
GRADSKEY06187,Student_6187,91,96,80,80,31,53
GRADSKEY06188,Student_6188,32,61,92,78,81,85
